item_id,user_id,timestamp
7926,22119,1020909887000
6719,3664,1072719074000
6719,5466,1090094915000
6719,16280,1152498722000
9677,6383,1161911421000
8421,7797,1162972646000
6687,2573,1171584426000
2169,8212,1188209717000
7503,1409,1189026206000
11511,12559,1195025739000
9630,10165,1195074030000
7027,12276,1198169804000
7027,12276,1198169804000
3127,15546,1199359332000
2882,5408,1199941967000
11300,16678,1204063204000
5679,10371,1206029763000
2876,11596,1206450640000
9293,5399,1212439004000
2169,21470,1217795589000
10869,7896,1218791870000
11288,3234,1219016575000
773,13447,1219845508000
10556,6004,1221428801000
11265,11340,1221723450000
7498,7803,1226144249000
12793,8212,1228428876000
3065,20901,1229458559000
2169,5123,1229665831000
7503,12837,1230178685000
11726,2614,1231215084000
1746,20044,1234122447000
8593,9089,1234555761000
2069,10915,1235164381000
7395,12559,1235952540000
10689,13041,1236200437000
3696,22633,1239196982000
2169,22663,1239247544000
4324,11840,1240424881000
4324,11840,1240424881000
2402,1985,1241347269000
3933,23283,1241481401000
12385,4197,1243442202000
2169,22530,1244265962000
9624,1321,1244389987000
2777,10165,1244878981000
8706,6083,1245821040000
8706,6083,1245821040000
8706,6083,1245821040000
8706,6083,1245821040000
8706,6083,1245821040000
4722,14277,1246108767000
5576,5990,1246314221000
2220,6246,1247403323000
1180,7797,1248129211000
9293,5974,1249800359000
12793,19668,1251984589000
13185,16727,1252255398000
2777,17251,1252939228000
4463,19130,1254522005000
2494,13101,1255005082000
8125,224,1255564104000
1746,19676,1255565580000
2905,19130,1255933580000
411,12216,1258398341000
9505,12216,1258398785000
9018,17927,1259139064000
9635,7514,1260127854000
1474,19358,1260896212000
12496,5990,1260911275000
1746,7694,1260996676000
1746,7694,1260996676000
1746,22736,1261587078000
6237,18454,1261794644000
5908,2288,1262040096000
13055,14530,1262709467000
976,17927,1263424235000
2816,1804,1263486916000
3054,21216,1264192041000
408,12283,1264774707000
3750,14470,1264822522000
2556,6383,1265471754000
8125,18454,1265475436000
812,22809,1265551804000
7364,21216,1266359278000
2215,3402,1266620790000
976,2307,1267199097000
10391,8172,1267301864000
13021,7099,1267678956000
13185,18902,1268774871000
8605,23145,1268865616000
1146,2573,1269359091000
5379,2573,1269359148000
5405,17468,1269383235000
13043,11245,1269430054000
8561,21149,1269832071000
7857,3602,1270686374000
10391,19349,1270847939000
10699,19130,1270855235000
5999,22212,1271169889000
4053,22212,1271170061000
7057,6360,1271434894000
9510,21012,1272093091000
4722,14770,1272201793000
12793,827,1272222913000
1911,2204,1273042390000
7498,14052,1273062843000
4324,636,1273411470000
8727,17251,1274452386000
8657,4322,1274476209000
2728,21149,1274547665000
2120,17394,1274644809000
5199,19130,1274653299000
11939,9977,1275413239000
1641,8321,1275424366000
8593,16241,1275758946000
5302,14490,1275957756000
4053,1321,1276363497000
1641,21426,1276720477000
773,21426,1276720647000
4,20179,1277756120000
12680,17442,1278031691000
1002,7990,1278080003000
4659,7990,1278080188000
4372,7990,1278083600000
7278,7990,1278084740000
8125,20198,1279132656000
3221,6514,1279229382000
732,10010,1279894588000
2567,6581,1280526729000
12466,14490,1280942140000
10391,13397,1281735266000
6166,8069,1281811423000
10391,2043,1282343566000
700,7797,1282461638000
5479,15230,1282962138000
11090,15230,1282962758000
11836,10398,1283583264000
7821,17063,1284420715000
7146,11153,1284516189000
825,21149,1284656649000
1022,22735,1284992643000
1746,537,1285269912000
12967,7345,1285466306000
12849,2767,1285505024000
8319,21469,1285630022000
11396,3679,1285678647000
9213,3679,1285678743000
11785,20260,1285732510000
11785,20260,1285732510000
9584,18648,1285802330000
1180,17394,1286146977000
5621,16177,1286258044000
12967,22131,1286589331000
4722,5386,1286909470000
4722,5386,1286909470000
4722,5386,1286909470000
4722,5386,1286909470000
4722,5386,1286909470000
2222,8249,1287821458000
12466,19682,1287958241000
7503,6465,1288086127000
13340,4743,1288122369000
13340,4743,1288122369000
7603,2232,1288278316000
11115,19625,1288977624000
5437,14230,1289154039000
12321,14230,1289155408000
12557,16709,1289935880000
12557,16709,1289935880000
6166,19772,1290036344000
11496,7883,1290621726000
184,6136,1290750269000
7138,13992,1291149870000
582,7514,1291326831000
12680,276,1291373372000
820,19630,1292089258000
240,22656,1292207404000
5999,14712,1292264846000
7788,12762,1292272892000
3909,14832,1292334463000
4798,14712,1292607930000
976,13515,1292618081000
2702,3829,1292902270000
6899,3829,1292902586000
5232,22253,1293340270000
6971,5785,1293388942000
4753,4953,1293431872000
2816,12000,1293680734000
1867,4858,1293719993000
4436,7412,1293739062000
1700,19630,1293943483000
11561,19630,1294197325000
3340,19630,1294198949000
6217,8156,1294506755000
6529,6499,1294591986000
5199,6499,1294593157000
8438,3210,1294598490000
7232,20044,1295003988000
3295,18756,1295143260000
12620,3831,1295377534000
1100,11677,1295792514000
4561,19130,1295827216000
2955,10457,1295899320000
4698,1009,1295910447000
6719,15069,1296066858000
1100,11313,1296312911000
12622,8389,1296327460000
322,18660,1296362912000
3295,3829,1296421460000
5592,21158,1296459612000
6209,21471,1296574138000
5422,19370,1296795409000
5783,10406,1297137256000
2443,17394,1297161837000
4698,2935,1297166327000
2744,9407,1297562803000
10953,3793,1298010182000
7603,12510,1298236145000
5540,9706,1298493317000
3340,5402,1298571135000
4773,13156,1298657435000
8531,12732,1298902046000
4773,11641,1298917691000
12680,11641,1298921119000
9098,20370,1299283305000
1918,22931,1299378121000
254,437,1299877974000
7981,12216,1300108976000
12944,7915,1300154933000
10391,305,1300192247000
10391,305,1300192247000
10391,305,1300192247000
10391,305,1300192247000
10391,305,1300192247000
10391,305,1300192247000
7433,437,1300309250000
2499,11378,1300390485000
8084,1851,1301080325000
7069,8982,1301392250000
7457,13156,1301439307000
11281,16419,1301517884000
4882,20949,1301604767000
5422,13155,1301690107000
13084,13155,1301690303000
3424,16404,1301749840000
7138,225,1301926840000
135,13652,1301980961000
12944,437,1302208344000
3696,11979,1302544289000
12813,22047,1302657052000
5165,2022,1302657992000
1326,12386,1302800412000
2443,7883,1302873558000
8421,11911,1303351810000
2570,14341,1303736783000
4148,4935,1303957822000
7732,3333,1304212828000
254,10382,1304357124000
7433,5583,1304472074000
10747,4224,1304513587000
2720,18383,1304770756000
3626,13449,1304965992000
8268,10406,1305325363000
9098,17944,1305551339000
8147,19349,1305562140000
11490,1191,1305754728000
8147,662,1305769579000
7138,11240,1305860450000
10689,17299,1305943940000
7069,22426,1306159574000
11496,6827,1306165530000
2220,15069,1306203316000
1324,4558,1306269581000
669,20905,1306443621000
8147,12101,1306460558000
2169,21127,1306842263000
9830,8621,1306858114000
1965,6085,1307038111000
1965,6085,1307038111000
3328,5108,1307073032000
1788,2445,1307107138000
11572,2445,1307107290000
5017,18657,1307127657000
5270,19630,1307142985000
4053,12641,1307191003000
9965,175,1307631318000
8147,1409,1308267656000
7995,13596,1308336851000
37,23223,1308620995000
4937,23223,1308621035000
1242,23223,1308621485000
7433,4614,1308921913000
12990,10849,1308962645000
7063,23223,1309099878000
1747,17021,1309712159000
11041,21583,1309786849000
777,18601,1309901957000
254,15472,1310004819000
8605,15252,1310085452000
4990,3750,1310161519000
976,5171,1310276365000
11848,4021,1310322302000
10093,7221,1310486249000
6447,7517,1310695358000
5497,22672,1310828257000
6693,17394,1310894186000
7368,827,1310946680000
11726,827,1310947144000
3561,11196,1311021710000
4499,17131,1311026087000
5835,17131,1311026212000
6026,22414,1311088960000
220,16659,1311104608000
10785,16659,1311105100000
5191,18641,1311122799000
2120,13595,1311224315000
1536,1762,1311243679000
2820,1762,1311243679000
669,2950,1311275366000
9134,1432,1311458795000
7343,19450,1311739699000
10262,5484,1311816743000
669,2322,1311891689000
669,12630,1312073867000
7537,22091,1312365575000
5064,17288,1312388120000
12576,22868,1312426833000
669,22374,1312622553000
7738,9167,1312855447000
5999,20316,1312875852000
362,19130,1313124967000
8052,2329,1313439886000
669,7424,1313698311000
6915,95,1313757184000
10539,17288,1313775847000
254,13596,1313879127000
2115,21055,1314251402000
4053,11641,1314285767000
3980,11641,1314287763000
5339,11641,1314289775000
4882,8193,1314299380000
2789,8573,1314385565000
3820,22243,1314480111000
12622,10112,1314566149000
12203,6628,1314639540000
12733,19093,1315023636000
1883,14446,1315105057000
11433,19093,1315182058000
3220,16281,1315256757000
6026,12732,1315483748000
5497,21288,1315485936000
6359,12732,1315488454000
12479,3175,1315521094000
4422,10895,1315701445000
11433,2,1315799048000
4519,22258,1315914776000
6107,14052,1316022728000
5339,13002,1316031287000
8147,7845,1316116273000
7955,3418,1316199631000
3717,13929,1316323045000
682,13929,1316323241000
4429,13929,1316323273000
12232,13929,1316323317000
2499,18986,1316340089000
7857,19538,1316374268000
9060,2329,1316529003000
7445,22243,1316570927000
11379,19093,1316624368000
2120,537,1316651871000
4534,12248,1316656044000
6166,14052,1316726386000
12273,20620,1316798066000
11785,7765,1316826380000
1286,19637,1316895454000
7069,17483,1316994530000
9781,12691,1317103972000
9550,12691,1317104109000
2816,21189,1317147255000
6164,18411,1317182343000
12321,7345,1317208599000
7343,9696,1317287113000
7503,22736,1317305724000
7138,2950,1317324298000
5610,21617,1317330938000
254,3829,1317426592000
3016,12724,1317748061000
11044,18472,1317937055000
5497,16472,1317950793000
3294,947,1317962437000
11937,482,1318012688000
4967,16493,1318013678000
6406,7865,1318041123000
3577,13980,1318096903000
12813,21005,1318290672000
1100,2419,1318340735000
10313,22243,1318368289000
5326,10232,1318378919000
995,10232,1318380184000
254,7715,1318527583000
12232,13727,1318529011000
2660,6260,1318535415000
7138,6034,1318585729000
8317,6077,1318804416000
10758,19349,1319056812000
8147,10643,1319079097000
5700,22091,1319117422000
959,3519,1319137174000
10250,11088,1319169460000
1287,19617,1319253917000
976,15893,1319371112000
12595,22948,1319382838000
5213,13980,1319392737000
7397,14309,1319397909000
4698,17251,1319422976000
8002,21744,1319437846000
7824,14749,1319476823000
10391,13352,1319576673000
1662,12299,1319596314000
9428,1822,1319664372000
6588,13188,1319849857000
4726,19816,1319896766000
1429,5253,1320026072000
12203,1738,1320174619000
4084,19349,1320248367000
545,9696,1320323667000
3390,18118,1320334870000
5896,662,1320433415000
6529,2306,1320542138000
1100,2306,1320543040000
8147,18015,1320594528000
2959,2052,1320648920000
4259,12592,1320685594000
5896,19735,1320703996000
6371,17394,1321035100000
6128,7514,1321125390000
8561,18589,1321227178000
1788,18589,1321227425000
1408,18589,1321228666000
12568,18589,1321229036000
8746,18589,1321229394000
5232,9682,1321275496000
6762,5454,1321302992000
6213,545,1321546601000
10821,16668,1321898139000
5422,16668,1321908403000
6971,11843,1322077234000
254,14865,1322114290000
9965,15127,1322138037000
6166,542,1322199261000
6566,6453,1322234368000
12622,7797,1322357779000
5214,14075,1322420926000
7433,12387,1322427125000
8510,15037,1322455096000
12533,17394,1322473489000
1632,20523,1322932285000
12441,10562,1322966258000
9167,5253,1323047929000
732,10232,1323116294000
7402,6383,1323194745000
7498,437,1323303004000
254,287,1323333211000
2092,5913,1323360972000
12765,12592,1323363336000
12496,12741,1323393993000
3060,20338,1323441875000
2020,21257,1323445802000
6719,20207,1323453489000
6217,20207,1323453643000
1788,6049,1323468302000
4324,8536,1323681888000
12230,18481,1323818967000
4845,16206,1323832387000
9624,7883,1323953768000
7063,4499,1323995725000
2169,5375,1324051545000
1332,11843,1324303310000
5091,15710,1324482080000
2744,3750,1324573971000
12936,12276,1324611002000
12936,12276,1324611002000
5307,3829,1324736152000
5468,6004,1324913488000
5999,2371,1324929896000
592,21437,1325005163000
7503,1460,1325083535000
9018,11336,1325237000000
8968,19630,1325257337000
10313,9461,1325268556000
7187,16064,1325269771000
4753,12660,1325289859000
2020,14657,1325428116000
976,7461,1325432962000
254,10657,1325433745000
11406,4977,1325510376000
9602,4222,1325520699000
4745,19998,1325563696000
4850,2329,1325613370000
1654,11979,1325668256000
7049,11662,1325693718000
10463,5735,1325805002000
4773,437,1325827828000
7088,14874,1325993987000
7088,14874,1325993987000
11180,16598,1326000914000
5232,16598,1326001656000
6617,8805,1326053071000
7736,17389,1326060788000
1123,10469,1326335532000
49,6308,1326413849000
49,6308,1326413849000
5744,14829,1326707795000
6971,14829,1326708139000
254,14187,1326752679000
959,22347,1326764376000
11302,10273,1327023172000
5497,19765,1327030234000
11812,2330,1327130261000
5529,8709,1327160511000
6107,18897,1327169169000
5219,7945,1327332899000
12595,7637,1327353712000
254,16232,1327361625000
12253,3793,1327437499000
9777,21288,1327753763000
2999,16232,1327919181000
3478,7715,1327953845000
4798,7715,1327969689000
2499,1460,1328127167000
8981,14832,1328156639000
5302,6296,1328244623000
6971,11724,1328445377000
1180,20021,1328572130000
9443,21440,1328749434000
3610,15893,1328821396000
13144,15893,1328821778000
10463,2195,1328945286000
12115,11470,1328991731000
2959,11470,1328991903000
12804,21257,1329004886000
121,7517,1329014529000
8981,2858,1329106028000
5896,15406,1329230919000
12857,311,1329239348000
6971,15034,1329254742000
2443,12271,1329264358000
11812,12271,1329264864000
1100,14203,1329330104000
7927,1518,1329356127000
1632,8573,1329666357000
6401,22044,1329684379000
10786,2822,1329710057000
976,8573,1329748234000
5999,9390,1329833143000
3097,7245,1329878531000
2472,11338,1329942283000
49,17394,1329986842000
825,16069,1330012690000
362,21361,1330042362000
1996,18554,1330117173000
5379,11680,1330124434000
7402,1071,1330177051000
9380,8790,1330193776000
8746,5300,1330200804000
7716,1191,1330205944000
11785,15521,1330651610000
3294,9449,1330734300000
11812,22192,1330886544000
5592,21242,1330975026000
6588,12709,1331005167000
7,8327,1331018895000
6401,5952,1331196685000
4798,17501,1331220290000
7745,16463,1331229116000
1180,15904,1331233126000
416,17501,1331425166000
2892,17501,1331426250000
2744,8312,1331574312000
825,22597,1331581771000
3173,716,1331588836000
1429,8312,1331645522000
4878,2397,1331989389000
12857,13488,1332098143000
5999,2445,1332163275000
1286,3859,1332167987000
1022,11306,1332298859000
5497,17923,1332345825000
2728,10302,1332383685000
1458,3753,1332473375000
5896,3337,1332690489000
4932,18043,1332731322000
7789,20290,1332792882000
6312,23227,1332821782000
6318,3826,1332971675000
10287,5246,1333055840000
5017,3896,1333230559000
2318,18233,1333239050000
184,10312,1333286877000
